Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist
Social Worker,12,10,19,7,13,16,19,8
Social Worker,12,5,19,7,13,16,19,9
Social Worker,12,6,19,7,13,16,19,10
Social Worker,11,5,20,6,12,19,18,5
Social Worker,11,5,20,6,12,19,18,8
Social Worker,11,6,20,8,12,19,18,7
Social Worker,11,7,20,8,12,18,18,7
Social Worker,11,8,20,8,12,16,18,7
Social Worker,11,9,20,8,14,16,18,8
Social Worker,11,10,20,8,14,16,18,9
Social Worker,11,5,20,8,14,16,18,10
Social Worker,12,6,20,8,14,19,17,5
Social Worker,12,6,20,8,14,18,17,8
Social Worker,12,6,20,8,14,18,17,8
Social Worker,12,6,19,8,14,18,17,8
Social Worker,12,7,19,8,14,18,17,8
Social Worker,12,8,19,8,14,18,17,8
Social Worker,12,9,19,8,14,16,17,7
Social Worker,14,10,15,9,12,16,18,8
Social Worker,14,7,15,9,12,16,18,9
Social Worker,14,8,15,9,12,16,18,10
Social Worker,14,9,15,9,12,19,18,5
Social Worker,12,10,15,9,12,19,18,8
Social Worker,14,5,15,9,12,19,18,9
Social Worker,14,8,15,9,12,19,18,9
Receptionist,19,18,12,13,5,20,11,6
Receptionist,16,17,12,14,5,20,11,6
Receptionist,15,16,12,12,5,20,11,6
Receptionist,19,15,12,11,5,20,11,6
Receptionist,20,16,12,14,5,20,11,6
Receptionist,16,17,12,12,5,20,11,6
Receptionist,15,18,12,13,5,20,11,6
Receptionist,19,19,12,13,5,20,11,6
Receptionist,19,18,12,14,5,20,11,6
Receptionist,16,18,12,12,5,20,11,6
Receptionist,15,17,12,11,5,20,11,6
Receptionist,19,16,12,14,5,20,11,6
Receptionist,20,15,12,12,5,20,11,6
Receptionist,16,16,12,13,5,20,11,6
Receptionist,15,17,12,13,5,20,11,6
Receptionist,19,18,12,14,5,20,11,6
Receptionist,19,19,12,12,5,20,11,6
Receptionist,16,18,12,11,5,20,11,6
Receptionist,15,18,11,14,6,19,12,7
Receptionist,19,17,11,12,6,19,12,7
Receptionist,20,16,11,13,6,19,12,7
Receptionist,16,15,11,13,6,19,12,7
Receptionist,15,16,11,14,6,19,12,7
Receptionist,19,17,11,12,6,19,12,7
Receptionist,19,18,11,11,6,19,12,7
Receptionist,16,19,11,14,6,19,12,7
Receptionist,15,16,11,12,6,19,12,7
Receptionist,19,18,11,13,6,19,12,7
Receptionist,20,17,12,13,8,20,13,6
Receptionist,16,16,12,14,8,20,13,6
Receptionist,15,15,12,12,8,20,13,6
Receptionist,19,16,12,11,8,20,13,6
Receptionist,19,17,12,14,8,20,13,6
Receptionist,16,18,12,12,8,20,13,6
Receptionist,15,19,12,13,8,20,13,6
Receptionist,19,17,12,13,8,20,13,6
Receptionist,20,18,12,14,8,20,13,6
Receptionist,16,17,12,12,8,20,13,6
Receptionist,15,16,12,11,8,20,13,6
Receptionist,19,15,12,14,8,20,13,6
Receptionist,19,16,12,12,8,20,13,6
Receptionist,16,17,12,13,8,20,13,6
Receptionist,15,18,12,13,8,20,13,6
Receptionist,19,17,12,14,8,20,13,6
Receptionist,20,16,12,12,8,20,13,6
Receptionist,16,15,12,11,8,20,13,6
Receptionist,15,16,12,14,8,20,13,6
Receptionist,19,17,12,12,8,20,13,6
Receptionist,18,18,12,13,8,20,13,6
Receptionist,16,19,12,14,8,20,13,6
Sales Representative,19,5,11,15,6,18,11,6
Sales Representative,18,5,14,20,6,18,11,6
Sales Representative,17,5,13,18,6,18,11,5
Sales Representative,16,5,12,17,5,18,11,5
Sales Representative,15,5,11,20,5,18,11,7
Sales Representative,20,5,14,20,5,18,11,7
Sales Representative,19,5,13,15,5,18,11,6
Sales Representative,18,5,12,20,6,18,11,6
Sales Representative,17,5,11,18,6,18,11,5
Sales Representative,16,5,14,17,6,18,11,5
Sales Representative,15,5,13,20,6,18,11,7
Sales Representative,19,6,12,15,6,18,11,7
Sales Representative,18,6,11,20,6,18,11,6
Sales Representative,17,6,14,18,6,18,11,6
Sales Representative,16,6,13,17,6,18,11,5
Sales Representative,15,6,12,20,6,18,11,5
Sales Representative,20,5,11,20,6,18,11,7
Sales Representative,19,5,14,20,6,18,11,8
Sales Representative,18,5,13,15,6,18,11,9
Sales Representative,17,5,12,20,6,18,11,7
Sales Representative,16,5,11,18,6,18,11,10
Sales Representative,15,5,14,17,5,18,11,7
Sales Representative,19,5,13,20,5,18,11,7
Sales Representative,18,5,12,20,5,18,11,8
Sales Representative,17,5,11,20,5,18,11,9
Sales Representative,16,5,14,15,5,18,11,7
Sales Representative,15,5,13,20,6,18,11,10
Sales Representative,20,5,12,18,6,18,11,7
Sales Representative,19,5,11,17,6,18,11,7
Sales Representative,18,5,14,20,6,18,11,8
Sales Representative,17,5,13,20,7,18,11,9
Sales Representative,16,5,12,20,7,18,11,7
Sales Representative,15,5,11,15,7,18,11,10
Sales Representative,19,5,14,20,7,18,11,7
Sales Representative,18,5,13,18,7,18,11,7
Sales Representative,17,5,12,17,7,18,11,7
Sales Representative,16,7,11,16,7,17,11,8
Sales Representative,15,7,14,16,7,17,11,9
Sales Representative,20,7,13,16,7,17,11,7
Sales Representative,19,7,12,16,7,17,12,10
Sales Representative,18,7,11,15,7,17,12,7
Sales Representative,17,7,14,20,7,17,12,8
Sales Representative,16,7,13,18,7,17,12,9
Sales Representative,15,6,12,17,7,17,12,7
Sales Representative,15,6,11,16,7,17,12,10
Sales Representative,17,5,14,15,7,17,12,7
Sales Representative,18,5,13,20,7,17,12,8
Sales Representative,19,7,12,18,7,17,12,8
Sales Representative,20,7,13,17,7,17,12,8
Sales Representative,15,7,12,16,7,17,12,8
Counselor,11,6,14,17,6,19,17,12
Counselor,12,6,14,17,6,16,16,12
Counselor,13,6,14,17,6,15,17,12
Counselor,14,6,14,17,6,17,19,12
Counselor,13,5,14,17,5,18,17,12
Counselor,12,5,14,15,5,19,16,12
Counselor,11,6,14,16,6,19,17,12
Counselor,11,6,14,18,6,16,19,12
Counselor,12,6,14,19,6,15,17,12
Counselor,13,6,14,20,5,17,17,13
Counselor,14,6,14,17,5,18,16,13
Counselor,13,5,14,15,6,19,17,13
Counselor,12,5,14,16,6,19,19,13
Counselor,11,5,14,18,5,16,16,13
Counselor,13,5,14,19,5,15,17,13
Counselor,13,5,14,20,5,17,19,13
Counselor,11,5,14,17,5,18,17,13
Counselor,12,5,14,15,5,18,16,13
Counselor,13,5,14,16,5,18,17,13
Counselor,14,6,14,18,5,19,19,14
Counselor,13,6,14,19,5,16,16,14
Counselor,12,5,14,20,5,15,17,14
Counselor,11,5,14,17,5,17,19,14
Counselor,14,5,14,17,5,18,17,14
Counselor,11,8,14,17,5,16,17,14
Counselor,12,7,14,15,8,16,16,14
Counselor,13,9,14,16,5,19,17,14
Counselor,14,8,14,18,8,16,19,14
Counselor,13,8,14,19,7,15,17,14
Counselor,12,8,14,20,9,17,20,14
Counselor,11,8,14,20,8,18,16,14
Counselor,14,8,14,20,8,19,17,14
Counselor,11,8,12,20,8,19,19,14
Counselor,12,8,12,15,8,19,20,14
Counselor,13,8,12,16,8,16,20,11
Counselor,14,8,12,18,5,15,16,11
Counselor,13,8,12,19,8,17,17,11
Counselor,12,5,12,20,7,18,19,11
Counselor,11,8,12,20,9,18,20,11
Counselor,11,7,12,15,8,19,16,11
Counselor,11,9,12,16,8,16,17,11
Counselor,12,7,12,18,7,15,19,11
Counselor,13,7,12,19,7,17,20,11
Counselor,14,7,12,20,7,18,16,11
Counselor,13,7,12,20,7,19,17,12
Counselor,12,7,12,15,7,19,19,12
Counselor,11,7,12,16,7,16,16,12
Counselor,12,7,12,18,7,15,17,12
Counselor,13,7,12,19,7,17,19,12
Counselor,14,7,12,20,7,18,20,12
Athlete,12,11,19,5,7,19,18,13
Athlete,11,11,17,6,7,19,16,12
Athlete,13,11,18,8,7,19,17,14
Athlete,14,11,16,7,7,19,19,12
Athlete,11,11,15,10,7,19,20,11
Athlete,12,11,20,8,7,19,19,13
Athlete,13,11,19,6,5,19,18,12
Athlete,12,11,18,5,6,19,17,14
Athlete,11,11,19,6,8,19,18,12
Athlete,13,11,19,8,7,19,15,11
Athlete,14,11,17,7,10,19,18,13
Athlete,11,11,18,10,8,19,16,12
Athlete,12,11,16,8,6,19,17,14
Athlete,13,11,15,6,7,19,19,12
Athlete,12,11,20,5,7,19,20,11
Athlete,12,11,19,6,5,19,19,13
Athlete,11,11,18,8,6,19,18,13
Athlete,13,11,19,7,8,15,17,12
Athlete,14,11,17,10,7,15,18,14
Athlete,11,11,18,8,10,15,15,12
Athlete,12,11,16,6,8,15,18,11
Athlete,13,11,15,5,6,15,18,13
Athlete,12,11,20,6,7,15,16,12
Athlete,11,11,19,8,7,15,17,14
Athlete,13,11,18,7,7,15,19,12
Athlete,14,11,20,10,7,15,20,11
Athlete,11,11,19,8,5,15,19,13
Athlete,12,11,18,6,6,15,18,12
Athlete,13,11,17,5,8,15,17,14
Athlete,12,11,16,6,7,15,18,12
Athlete,11,14,16,8,10,15,15,11
Athlete,13,14,19,7,8,15,18,13
Athlete,14,14,17,10,6,17,16,13
Athlete,11,14,16,8,7,17,17,13
Athlete,12,14,15,6,7,17,19,12
Athlete,13,14,20,5,7,17,20,14
Athlete,13,14,19,6,7,17,19,12
Athlete,13,14,18,8,5,17,18,11
Athlete,13,14,17,7,6,17,17,13
Athlete,13,14,16,10,8,17,18,13
Athlete,11,14,17,8,7,17,16,12
Athlete,11,14,19,6,10,17,17,14
Athlete,11,14,17,5,8,17,19,12
Athlete,11,14,16,6,6,17,20,11
Athlete,11,14,15,8,9,17,19,13
Athlete,11,14,20,7,9,17,18,13
Athlete,11,14,19,10,9,17,17,12
Athlete,11,14,18,8,9,17,18,14
Athlete,11,14,17,6,9,17,15,12
Athlete,11,14,16,8,9,17,16,11
Dancer,5,20,18,5,11,2,11,14
Dancer,6,19,18,6,11,2,11,12
Dancer,7,18,18,7,12,2,12,11
Dancer,8,17,18,8,12,2,12,12
Dancer,9,16,18,9,13,2,13,12
Dancer,10,15,18,10,12,2,12,13
Dancer,10,20,18,10,12,17,12,14
Dancer,9,19,18,9,13,17,13,12
Dancer,8,18,18,8,13,17,13,12
Dancer,7,17,18,7,14,17,14,13
Dancer,6,16,18,6,14,17,14,13
Dancer,5,15,18,5,11,17,11,11
Dancer,5,20,18,10,12,17,12,11
Dancer,6,19,18,10,13,17,13,12
Dancer,7,18,17,10,14,17,14,12
Dancer,8,17,17,10,12,17,12,13
Dancer,9,16,17,10,11,17,11,12
Dancer,10,15,17,10,12,17,12,12
Dancer,10,20,17,10,12,17,12,13
Dancer,9,19,17,9,13,17,13,13
Dancer,8,18,17,9,14,17,14,14
Dancer,7,17,17,9,12,17,12,14
Dancer,6,16,17,9,11,17,11,14
Dancer,5,15,17,9,11,17,11,12
Dancer,5,20,17,9,12,17,12,11
Dancer,6,19,17,9,12,17,12,12
Dancer,7,18,17,9,13,17,13,12
Dancer,8,17,17,9,12,17,12,13
Dancer,9,16,16,9,12,17,12,14
Dancer,10,15,16,6,13,17,13,12
Dancer,10,20,16,6,13,17,13,11
Dancer,9,19,16,6,14,17,14,13
Dancer,8,18,16,6,14,17,14,12
Dancer,7,17,16,6,14,17,14,12
Dancer,6,16,16,6,12,16,12,11
Dancer,5,15,16,6,11,16,11,12
Dancer,5,20,16,6,12,16,12,12
Dancer,6,19,16,6,13,16,13,13
Dancer,7,18,16,6,14,16,14,12
Dancer,8,17,16,5,12,16,12,12
Dancer,9,16,16,5,11,16,11,13
Dancer,10,15,16,5,12,16,12,13
Dancer,10,20,16,5,12,16,12,14
Dancer,9,19,16,5,13,16,13,14
Dancer,8,18,15,5,11,16,11,11
Dancer,7,17,15,8,12,16,12,13
Dancer,6,16,15,8,12,16,12,12
Dancer,5,15,15,8,12,16,12,11
Dancer,7,16,15,8,13,16,13,14
Dancer,6,17,15,8,13,16,13,12
Mechanic,5,7,20,18,11,14,5,12
Mechanic,6,7,18,18,11,14,6,12
Mechanic,7,7,17,18,12,14,7,12
Mechanic,8,7,18,18,12,14,5,12
Mechanic,9,7,19,18,13,14,6,12
Mechanic,10,7,16,18,12,14,7,12
Mechanic,10,7,17,18,12,14,5,12
Mechanic,9,7,18,18,13,14,6,12
Mechanic,8,7,19,18,13,14,7,12
Mechanic,7,7,20,18,14,14,5,12
Mechanic,6,7,18,18,14,14,6,12
Mechanic,5,7,17,18,11,14,7,12
Mechanic,7,5,18,18,12,14,5,13
Mechanic,7,6,19,18,13,14,6,13
Mechanic,6,7,16,17,14,14,7,13
Mechanic,7,8,17,17,12,14,8,13
Mechanic,8,9,18,17,11,13,9,13
Mechanic,7,10,19,17,12,13,10,13
Mechanic,9,10,20,17,12,13,8,13
Mechanic,7,9,18,17,13,13,9,13
Mechanic,5,8,17,17,14,13,10,13
Mechanic,7,7,18,17,12,13,8,14
Mechanic,8,6,19,17,11,13,9,14
Mechanic,7,5,16,17,11,13,10,14
Mechanic,5,8,17,17,12,13,8,14
Mechanic,6,8,18,17,12,13,9,14
Mechanic,7,8,19,17,13,13,10,14
Mechanic,8,8,20,17,12,13,8,14
Mechanic,9,8,18,17,12,13,9,14
Mechanic,10,8,17,17,13,13,10,14
Mechanic,10,8,18,16,13,13,5,14
Mechanic,9,8,19,16,14,13,7,14
Mechanic,8,8,16,16,14,12,6,14
Mechanic,7,8,17,16,14,12,8,14
Mechanic,6,8,18,16,12,12,5,11
Mechanic,5,8,19,16,11,12,7,11
Mechanic,8,5,20,16,12,12,6,11
Mechanic,10,6,18,16,13,12,8,11
Mechanic,8,7,17,16,14,12,5,11
Mechanic,10,8,18,16,12,12,7,11
Mechanic,9,9,19,16,11,12,6,11
Mechanic,10,10,16,16,12,12,8,11
Mechanic,7,10,17,15,12,12,5,11
Mechanic,6,9,18,15,13,11,7,11
Mechanic,5,8,19,15,11,11,6,13
Mechanic,10,7,19,15,12,11,8,13
Mechanic,8,6,19,15,12,11,5,13
Mechanic,10,5,17,15,12,11,7,13
Mechanic,5,9,17,15,13,11,6,13
Mechanic,6,7,17,15,13,11,8,13
Actor / Actress,20,14,16,5,5,17,15,12
Actor / Actress,19,13,17,6,5,17,15,13
Actor / Actress,18,12,15,7,6,18,15,11
Actor / Actress,17,11,18,8,6,18,15,14
Actor / Actress,16,14,20,9,7,19,15,12
Actor / Actress,15,13,17,5,7,19,15,13
Actor / Actress,20,12,16,6,8,20,15,11
Actor / Actress,19,11,17,7,8,20,15,14
Actor / Actress,18,14,15,8,5,16,15,12
Actor / Actress,17,13,18,9,5,15,15,13
Actor / Actress,20,12,20,5,6,16,15,11
Actor / Actress,19,11,19,6,6,17,15,14
Actor / Actress,18,14,17,7,7,17,16,12
Actor / Actress,17,13,17,8,7,17,16,13
Actor / Actress,16,12,16,9,8,18,16,11
Actor / Actress,15,11,17,5,5,18,16,14
Actor / Actress,20,13,15,6,5,19,16,12
Actor / Actress,19,14,18,7,6,19,16,13
Actor / Actress,18,13,20,8,6,20,16,11
Actor / Actress,17,12,19,9,7,20,16,14
Actor / Actress,20,11,17,5,7,16,16,12
Actor / Actress,19,14,18,6,8,15,16,13
Actor / Actress,18,13,16,7,5,16,16,11
Actor / Actress,17,12,17,8,5,17,17,14
Actor / Actress,16,11,15,9,6,17,17,12
Actor / Actress,15,14,18,5,6,17,17,13
Actor / Actress,20,13,20,6,7,18,17,11
Actor / Actress,19,12,19,7,7,18,17,14
Actor / Actress,18,11,17,8,8,19,17,12
Actor / Actress,17,14,18,9,5,19,17,13
Actor / Actress,20,13,18,5,5,20,17,11
Actor / Actress,19,12,16,6,6,20,17,14
Actor / Actress,18,11,17,7,6,16,17,12
Actor / Actress,17,14,15,8,7,15,19,13
Actor / Actress,16,13,18,9,7,16,19,11
Actor / Actress,15,12,20,5,8,17,19,14
Actor / Actress,20,11,19,6,5,17,19,12
Actor / Actress,19,14,17,7,5,17,19,13
Actor / Actress,18,13,16,8,6,18,19,11
Actor / Actress,17,12,17,9,6,18,19,14
Actor / Actress,20,11,15,5,7,19,19,12
Actor / Actress,19,14,18,6,7,19,19,13
Actor / Actress,18,13,20,7,8,20,19,11
Actor / Actress,17,12,19,8,5,20,19,14
Actor / Actress,16,11,17,9,5,16,19,12
Actor / Actress,15,14,16,5,6,15,20,13
Actor / Actress,20,13,17,6,6,16,20,11
Actor / Actress,19,12,15,7,7,17,20,14
Actor / Actress,18,11,18,8,7,15,20,12
Actor / Actress,19,12,20,6,5,17,20,11
Physical Therapist,5,6,18,12,6,8,13,19
Physical Therapist,6,7,17,13,5,8,12,18
Physical Therapist,7,8,16,11,6,8,12,19
Physical Therapist,5,9,15,14,5,8,12,18
Physical Therapist,6,6,20,12,6,8,12,18
Physical Therapist,7,7,17,13,5,8,12,19
Physical Therapist,5,8,18,11,6,8,12,18
Physical Therapist,6,9,19,14,5,8,12,19
Physical Therapist,7,6,17,12,7,8,12,18
Physical Therapist,8,7,18,13,6,8,12,18
Physical Therapist,9,8,17,11,7,8,12,19
Physical Therapist,10,9,16,14,6,8,12,18
Physical Therapist,8,6,15,12,6,8,12,19
Physical Therapist,9,7,20,13,7,7,12,18
Physical Therapist,10,8,17,11,6,7,12,18
Physical Therapist,8,9,18,14,7,7,13,19
Physical Therapist,9,6,19,12,6,7,13,18
Physical Therapist,10,7,17,13,5,7,13,19
Physical Therapist,8,8,18,11,7,7,13,18
Physical Therapist,9,9,17,14,6,7,13,18
Physical Therapist,10,6,16,12,7,7,13,19
Physical Therapist,6,7,15,13,6,7,13,18
Physical Therapist,6,8,20,11,5,7,13,19
Physical Therapist,6,9,17,14,7,7,13,18
Physical Therapist,6,6,18,12,6,9,13,18
Physical Therapist,6,7,19,13,7,9,13,19
Physical Therapist,6,8,17,11,6,9,13,18
Physical Therapist,6,9,16,14,7,9,13,19
Physical Therapist,6,6,18,12,7,9,13,18
Physical Therapist,7,7,17,13,6,9,14,18
Physical Therapist,7,8,16,11,7,9,14,19
Physical Therapist,7,9,15,14,6,9,14,18
Physical Therapist,7,6,20,12,7,9,14,19
Physical Therapist,7,7,17,13,7,6,14,18
Physical Therapist,7,8,18,11,6,6,14,18
Physical Therapist,8,9,19,14,7,6,14,19
Physical Therapist,8,6,17,12,6,6,14,18
Physical Therapist,8,7,16,13,8,6,14,19
Physical Therapist,8,8,18,11,7,6,14,18
Physical Therapist,8,9,17,14,6,6,14,18
Physical Therapist,8,6,16,12,7,6,14,19
Physical Therapist,8,7,15,13,6,6,12,18
Physical Therapist,8,8,20,11,9,6,12,19
Physical Therapist,9,9,17,14,7,10,12,18
Physical Therapist,9,6,18,12,6,10,12,18
Physical Therapist,9,7,19,13,7,10,12,19
Physical Therapist,9,8,17,11,6,10,12,18
Physical Therapist,9,9,15,14,9,10,12,19
Physical Therapist,9,10,18,12,10,10,12,18
Physical Therapist,9,6,15,11,7,10,12,18
Editor,5,19,5,18,10,12,19,11
Editor,8,18,7,18,10,13,18,11
Editor,9,16,9,18,10,11,17,11
Editor,6,15,6,18,10,14,15,11
Editor,7,19,10,18,10,12,16,11
Editor,8,20,7,18,10,13,20,11
Editor,9,19,5,17,10,11,19,11
Editor,6,19,5,17,10,14,18,11
Editor,7,18,7,18,10,12,17,11
Editor,8,16,9,18,9,13,16,11
Editor,9,15,6,19,9,11,19,11
Editor,10,19,10,19,9,14,18,11
Editor,6,20,7,18,9,12,17,11
Editor,9,19,9,18,9,13,15,11
Editor,9,19,9,17,9,11,16,11
Editor,9,18,9,17,9,14,20,12
Editor,9,16,9,18,9,12,19,12
Editor,8,15,9,18,9,13,18,12
Editor,9,19,5,19,9,11,17,12
Editor,6,20,7,19,8,14,16,12
Editor,7,19,9,17,8,12,19,12
Editor,8,18,6,18,8,13,18,12
Editor,9,16,10,18,8,11,17,12
Editor,6,15,7,17,8,14,15,12
Editor,7,19,10,17,8,12,16,12
Editor,8,20,7,18,8,13,20,12
Editor,9,19,7,18,8,11,19,12
Editor,10,18,7,19,8,14,18,12
Editor,6,16,5,19,8,12,17,14
Editor,7,15,7,17,8,13,16,14
Editor,8,19,9,18,7,11,19,14
Editor,9,20,6,18,7,14,18,14
Editor,6,19,10,17,7,12,17,14
Editor,7,18,7,20,7,13,15,14
Editor,8,16,9,18,7,11,16,14
Editor,9,15,5,18,7,14,20,14
Editor,6,19,7,19,7,12,19,14
Editor,7,20,9,19,7,13,18,14
Editor,8,19,6,15,7,11,17,14
Editor,9,18,10,15,6,14,16,14
Editor,10,16,7,18,6,12,19,14
Editor,6,15,6,18,6,13,18,13
Editor,9,19,5,17,6,11,17,13
Editor,6,20,7,17,6,14,15,13
Editor,7,19,9,18,6,12,16,13
Editor,8,18,6,18,6,13,20,13
Editor,9,16,10,20,6,11,19,13
Editor,10,15,7,19,6,14,18,13
Editor,6,19,5,20,6,12,17,13
Editor,5,20,8,19,6,11,16,13
Historian,12,5,6,17,14,14,18,17
Historian,13,5,6,17,12,12,18,17
Historian,11,10,6,18,13,13,18,17
Historian,14,7,6,18,11,11,18,17
Historian,12,6,6,19,14,14,19,17
Historian,13,5,6,19,14,11,18,17
Historian,11,7,6,20,12,11,16,17
Historian,14,9,6,20,13,11,15,17
Historian,12,6,6,16,11,11,19,17
Historian,13,10,6,15,14,11,20,17
Historian,11,5,6,16,14,11,19,17
Historian,14,7,6,17,14,11,19,17
Historian,12,7,6,17,14,11,18,17
Historian,13,10,10,17,12,11,16,17
Historian,11,7,7,18,13,11,15,17
Historian,14,6,6,18,11,11,19,17
Historian,12,5,5,19,14,11,20,17
Historian,13,7,7,19,14,11,19,17
Historian,11,9,9,20,12,11,19,17
Historian,14,6,6,20,13,11,18,17
Historian,12,10,10,16,11,11,16,17
Historian,13,7,8,15,14,11,15,17
Historian,11,6,8,16,14,11,19,17
Historian,14,5,10,17,14,11,20,17
Historian,12,7,7,17,12,11,19,17
Historian,13,9,6,17,13,11,18,17
Historian,11,6,5,18,11,11,16,17
Historian,14,10,7,18,14,11,15,17
Historian,12,9,9,19,14,11,19,17
Historian,13,9,6,19,14,11,20,17
Historian,11,10,10,20,14,11,19,17
Historian,14,7,8,20,14,11,18,17
Historian,12,6,5,16,12,11,16,17
Historian,13,5,10,15,13,11,15,17
Historian,11,7,7,16,11,11,19,17
Historian,14,9,6,17,14,11,20,16
Historian,12,6,5,17,13,11,19,16
Historian,13,10,7,17,14,11,18,16
Historian,11,9,9,18,12,11,16,16
Historian,14,9,6,18,13,11,15,16
Historian,12,10,10,19,11,13,19,16
Historian,13,7,10,19,14,13,20,16
Historian,11,6,7,20,13,13,19,16
Historian,14,5,6,20,14,13,18,16
Historian,12,7,5,16,12,13,16,16
Historian,13,9,7,15,13,13,15,16
Historian,11,6,9,16,11,13,19,16
Historian,14,10,6,17,14,13,20,16
Historian,12,6,10,15,11,13,19,16
Historian,11,6,5,17,13,13,18,16
Journalist,19,11,6,18,7,16,11,11
Journalist,18,12,10,18,7,16,13,11
Journalist,16,13,8,18,7,16,14,11
Journalist,15,14,5,18,7,16,12,11
Journalist,19,13,10,18,7,16,12,11
Journalist,20,12,7,18,7,16,12,11
Journalist,19,11,6,18,7,16,11,11
Journalist,19,11,5,18,7,16,13,11
Journalist,18,11,7,18,7,16,14,11
Journalist,16,11,9,18,7,16,12,11
Journalist,15,12,6,18,7,16,12,11
Journalist,19,13,10,18,7,16,12,11
Journalist,20,14,10,18,7,16,12,11
Journalist,19,13,7,18,7,16,11,11
Journalist,19,12,6,18,7,16,13,11
Journalist,18,13,5,18,7,16,14,11
Journalist,16,13,7,18,7,16,12,11
Journalist,15,13,9,18,7,17,11,11
Journalist,19,11,6,18,7,17,11,11
Journalist,20,12,10,18,7,17,11,11
Journalist,19,13,5,18,7,17,11,11
Journalist,18,14,6,18,7,17,13,11
Journalist,16,13,10,18,7,17,14,11
Journalist,15,12,8,19,7,17,12,11
Journalist,19,13,5,19,7,17,11,11
Journalist,20,13,10,19,7,17,13,11
Journalist,19,11,7,19,7,17,11,11
Journalist,18,12,6,19,7,17,13,11
Journalist,16,13,5,19,7,17,14,11
Journalist,15,14,7,19,7,17,12,11
Journalist,19,13,9,19,7,17,13,11
Journalist,20,12,6,19,7,17,13,11
Journalist,19,13,10,19,7,17,11,11
Journalist,18,13,10,19,7,18,13,14
Journalist,16,12,7,19,7,18,14,14
Journalist,15,11,6,19,7,18,12,14
Journalist,19,12,5,19,7,18,14,14
Journalist,20,13,7,19,9,18,14,14
Journalist,19,14,9,19,9,18,14,14
Journalist,18,13,6,15,9,18,14,14
Journalist,16,12,10,15,9,18,14,14
Journalist,15,12,10,15,9,18,11,14
Journalist,19,12,8,15,9,18,13,14
Journalist,20,12,5,15,9,18,14,13
Journalist,19,11,10,15,9,18,12,13
Journalist,18,12,7,15,9,18,14,13
Journalist,16,13,6,15,9,18,11,13
Journalist,15,14,5,15,9,18,13,13
Journalist,19,13,7,15,9,18,14,13
Journalist,20,12,9,15,9,18,12,13
Language Teacher,16,11,5,11,6,19,19,12
Language Teacher,17,13,5,11,5,20,19,12
Language Teacher,19,14,5,11,7,19,18,12
Language Teacher,15,12,5,11,9,18,19,12
Language Teacher,17,14,5,11,6,16,18,12
Language Teacher,19,11,5,11,10,15,19,12
Language Teacher,16,13,5,11,10,19,17,12
Language Teacher,17,14,5,11,8,20,15,12
Language Teacher,19,12,5,11,5,19,19,12
Language Teacher,15,11,5,11,10,18,16,12
Language Teacher,17,11,5,11,7,16,18,12
Language Teacher,19,12,5,11,6,15,19,12
Language Teacher,20,12,5,11,5,19,17,12
Language Teacher,16,12,5,11,7,20,15,12
Language Teacher,17,11,5,11,9,19,19,12
Language Teacher,19,13,5,11,6,18,16,12
Language Teacher,15,14,5,12,5,16,19,12
Language Teacher,17,12,5,12,7,15,19,12
Language Teacher,19,14,5,12,9,19,18,12
Language Teacher,20,11,5,12,6,20,19,13
Language Teacher,16,13,6,12,10,19,17,13
Language Teacher,17,14,6,12,10,18,15,13
Language Teacher,19,12,6,12,8,16,19,13
Language Teacher,15,12,6,12,5,19,16,13
Language Teacher,17,12,6,12,10,20,19,13
Language Teacher,19,13,6,12,7,19,17,13
Language Teacher,20,11,6,12,6,18,17,13
Language Teacher,16,13,6,12,5,16,17,13
Language Teacher,17,14,6,12,7,15,18,13
Language Teacher,19,12,6,12,9,19,19,13
Language Teacher,15,14,6,12,6,20,17,13
Language Teacher,17,11,6,12,5,19,15,13
Language Teacher,19,13,6,12,7,18,19,13
Language Teacher,20,14,6,13,9,16,16,14
Language Teacher,16,12,6,13,6,15,17,14
Language Teacher,17,13,6,13,10,19,17,14
Language Teacher,19,13,6,13,10,20,18,14
Language Teacher,15,11,6,13,8,19,19,14
Language Teacher,17,13,6,13,5,18,17,14
Language Teacher,19,14,6,13,10,16,15,14
Language Teacher,17,12,6,13,8,15,19,14
Language Teacher,17,14,6,13,5,19,16,14
Language Teacher,16,11,6,13,10,20,17,14
Language Teacher,17,13,7,13,7,19,18,14
Language Teacher,19,14,7,13,6,19,19,14
Language Teacher,15,12,7,14,5,20,17,14
Language Teacher,17,14,7,14,7,19,15,14
Language Teacher,19,11,7,14,9,18,19,14
Language Teacher,18,12,7,14,6,16,16,14
Language Teacher,16,14,7,14,5,15,17,14
Poet,19,20,11,5,9,12,17,12
Poet,18,20,11,10,9,12,15,11
Poet,17,20,13,8,9,12,16,13
Poet,15,20,11,5,9,12,19,11
Poet,16,20,14,10,9,12,17,14
Poet,19,20,12,7,9,12,15,12
Poet,18,20,11,6,9,12,17,11
Poet,19,20,11,5,9,12,15,13
Poet,19,20,11,7,9,12,16,11
Poet,17,20,13,9,9,12,19,14
Poet,15,20,11,6,9,12,17,12
Poet,16,20,14,5,9,12,15,11
Poet,19,20,12,10,9,12,17,13
Poet,18,20,11,8,9,12,15,11
