job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier
AIJOB0151,ML Engineer,AI Engineering,Senior,5,Associate's,313000.0,120000,280000,Remote,Global,Fully Remote,Big Tech (FAANG+),Manufacturing,pytorch | sql | tensorflow | communication | cloud,17.9,97,27.7,6.9,2025,12,1,1,0,Elite (>$300k)
AIJOB0152,AI Infrastructure Eng,Infrastructure,Entry,7,PhD,217000.0,140000,270000,Singapore,Singapore,On-site,Big Tech (FAANG+),Technology,storage | kubernetes | distributed systems | cuda | linux | research,10.3,85,10.5,8.0,2025,10,0,0,0,Senior ($200-300k)
AIJOB0153,Deep Learning Engineer,AI Engineering,Mid,5,PhD,197000.0,141000,270000,Austin,USA,Hybrid,Mid-size (501-5000),Manufacturing,python | gpu computing | tensorflow | cuda | cloud | git,4.0,89,8.9,9.6,2026,2,0,1,0,Upper-Mid ($150-200k)
AIJOB0154,AI Agent Developer,AI Engineering,Senior,3,Master's,214000.0,155000,290000,Toronto,Canada,On-site,SME (51-500),Energy,autogen | api | langchain | python | planning systems | tool use | sql | linux | statistics,13.7,96,83.4,6.5,2026,1,1,0,1,Senior ($200-300k)
AIJOB0155,Data Engineer (AI),Data Engineering,Entry,4,PhD,130000.0,130000,220000,Toronto,Canada,Hybrid,SME (51-500),Technology,spark | feature stores | python | sql | git,15.3,88,29.2,9.4,2026,2,0,1,0,Mid ($100-150k)
AIJOB0156,Data Engineer (AI),Data Engineering,Entry,6,Bootcamp/Self-taught,130000.0,130000,220000,Tokyo,Japan,Fully Remote,Enterprise (5000+),Retail,spark | airflow | python | dbt | sql | statistics,8.7,88,9.3,7.4,2026,3,0,1,0,Mid ($100-150k)
AIJOB0157,Senior ML Engineer,AI Engineering,Senior,7,Bachelor's,373000.0,180000,312000,Toronto,Canada,Hybrid,Big Tech (FAANG+),Retail,pytorch | python | llm fine-tuning | distributed systems | machine learning operations | system design | leadership | problem solving,11.0,96,22.0,7.5,2026,2,1,1,0,Elite (>$300k)
AIJOB0158,Senior Data Scientist,Data Science,Entry,12,Bootcamp/Self-taught,157000.0,157000,218000,New York,USA,Hybrid,Mid-size (501-5000),Finance,python | leadership | advanced statistics | deep learning | agile | git | research,5.8,90,17.2,8.5,2025,9,0,1,0,Upper-Mid ($150-200k)
AIJOB0159,LLM Engineer,AI Engineering,Senior,2,PhD,344000.0,160000,300000,Chicago,USA,Hybrid,Mid-size (501-5000),Finance,retrieval augmented generation | vector databases | fine-tuning | python | llm api | sql | linux | git,8.7,98,45.2,8.9,2025,1,1,1,1,Elite (>$300k)
AIJOB0160,LLM Engineer,AI Engineering,Senior,5,Associate's,293000.0,160000,300000,Dubai,UAE,Fully Remote,Enterprise (5000+),Healthcare,python | retrieval augmented generation | vector databases | fine-tuning | prompt engineering | research,4.2,98,30.5,6.7,2025,2,1,1,1,Senior ($200-300k)
AIJOB0161,Multimodal AI Engineer,AI Engineering,Mid,8,Associate's,160000.0,160000,300000,Amsterdam,Netherlands,Hybrid,SME (51-500),Retail,python | api | pytorch | leadership | statistics,17.2,90,5.3,8.7,2026,2,0,1,0,Upper-Mid ($150-200k)
AIJOB0162,Data Scientist,Data Science,Mid,8,Associate's,138000.0,138000,195000,Amsterdam,Netherlands,Hybrid,SME (51-500),Government,python | data visualization | ml algorithms | leadership | statistics,7.6,92,56.8,7.8,2025,7,0,1,0,Mid ($100-150k)
AIJOB0163,Senior Data Scientist,Data Science,Senior,10,Bachelor's,157000.0,157000,218000,Beijing,China,Hybrid,Big Tech (FAANG+),Retail,python | machine learning | causal inference | advanced statistics | statistics,8.9,90,26.5,8.6,2026,1,1,1,0,Upper-Mid ($150-200k)
AIJOB0164,Senior Data Scientist,Data Science,Senior,6,PhD,229000.0,157000,218000,Paris,France,Hybrid,Enterprise (5000+),Technology,machine learning | advanced statistics | leadership | causal inference | statistics,4.1,90,12.8,7.9,2025,9,1,1,0,Senior ($200-300k)
AIJOB0165,AI Business Analyst,Business,Mid,3,Master's,176000.0,95000,180000,San Francisco,USA,Hybrid,SME (51-500),Education,data visualization | sql | python | communication | agile | statistics,14.4,78,8.1,6.1,2025,10,0,1,0,Upper-Mid ($150-200k)
AIJOB0166,AI Solutions Architect,Architecture,Senior,10,PhD,336000.0,180000,320000,Chicago,USA,Fully Remote,Enterprise (5000+),Energy,machine learning | system design | python | linux,10.1,84,10.5,6.9,2025,11,1,1,0,Elite (>$300k)
AIJOB0167,Prompt Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,90000.0,90000,200000,Dubai,UAE,Hybrid,Startup (1-50),Manufacturing,llm api | python | testing | agile | cloud | leadership,4.5,82,12.6,8.0,2026,3,0,1,1,Entry (<$100k)
AIJOB0168,Data Scientist,Data Science,Senior,6,Associate's,234000.0,138000,195000,San Francisco,USA,Hybrid,Big Tech (FAANG+),Retail,sql | python | scikit-learn | data visualization | statistics | agile,9.7,92,62.6,6.7,2026,1,1,1,0,Senior ($200-300k)
AIJOB0169,ML Engineer,AI Engineering,Senior,10,Master's,120000.0,120000,280000,Beijing,China,Fully Remote,Enterprise (5000+),Research,tensorflow | machine learning operations | kubernetes | pytorch | python | problem solving | communication | statistics,14.9,97,61.6,7.8,2026,2,1,1,0,Mid ($100-150k)
AIJOB0170,AI Security Engineer,Security,Mid,5,PhD,140000.0,140000,260000,Paris,France,Fully Remote,SME (51-500),Automotive,python | ml security | risk analysis | red teaming | cybersecurity | statistics,11.1,80,24.7,7.3,2025,5,0,1,0,Mid ($100-150k)
AIJOB0171,AI Solutions Architect,Architecture,Entry,15,Associate's,186000.0,180000,320000,Boston,USA,On-site,Enterprise (5000+),Government,python | cloud | system design | leadership | agile,16.5,84,8.4,6.8,2026,3,0,0,0,Upper-Mid ($150-200k)
AIJOB0172,AI Solutions Architect,Architecture,Mid,8,Bachelor's,231000.0,180000,320000,Austin,USA,Fully Remote,Mid-size (501-5000),Energy,enterprise architecture | system design | leadership | cloud | machine learning | linux,12.9,84,24.1,6.3,2026,3,0,1,0,Senior ($200-300k)
AIJOB0173,Prompt Engineer,AI Engineering,Senior,5,Bootcamp/Self-taught,154000.0,90000,200000,Sydney,Australia,Fully Remote,Enterprise (5000+),Consulting,documentation | python | prompt design | llm api | communication | sql | leadership,4.6,82,26.9,7.2,2025,9,1,1,1,Upper-Mid ($150-200k)
AIJOB0174,AI Business Analyst,Business,Entry,4,Bachelor's,95000.0,95000,180000,Paris,France,On-site,SME (51-500),Automotive,communication | business analysis | python | sql | research | statistics,17.1,78,25.3,6.1,2025,3,0,0,0,Entry (<$100k)
AIJOB0175,Deep Learning Engineer,AI Engineering,Mid,3,Bachelor's,314000.0,141000,270000,San Francisco,USA,Hybrid,Big Tech (FAANG+),Government,cuda | tensorflow | python | gpu computing | neural networks | pytorch | sql | problem solving | git,3.9,89,11.3,8.7,2025,11,0,1,0,Elite (>$300k)
AIJOB0176,AI Agent Developer,AI Engineering,Senior,4,Bachelor's,348000.0,155000,290000,San Francisco,USA,On-site,Mid-size (501-5000),Education,tool use | python | planning systems | langchain | git,10.0,96,34.2,8.0,2025,12,1,0,1,Elite (>$300k)
AIJOB0177,Prompt Engineer,AI Engineering,Entry,2,Associate's,90000.0,90000,200000,Paris,France,On-site,SME (51-500),Media,python | llm api | prompt design | natural language processing | documentation | testing | research | linux | git,8.1,82,27.6,8.4,2026,2,0,0,1,Entry (<$100k)
AIJOB0178,Computer Vision Engineer,AI Engineering,Entry,7,Master's,145000.0,145000,280000,Zurich,Switzerland,Fully Remote,Startup (1-50),Technology,cuda | pytorch | cnns | image processing | python | sql,7.6,87,9.3,7.4,2026,3,0,1,0,Mid ($100-150k)
AIJOB0179,Computer Vision Engineer,AI Engineering,Senior,9,Master's,253000.0,145000,280000,Seattle,USA,On-site,Mid-size (501-5000),Healthcare,pytorch | cnns | image processing | opencv | python | cuda | sql,9.4,87,17.1,8.2,2026,3,1,0,0,Senior ($200-300k)
AIJOB0180,LLM Engineer,AI Engineering,Entry,5,Master's,206000.0,160000,300000,Singapore,Singapore,Hybrid,Big Tech (FAANG+),Consulting,retrieval augmented generation | vector databases | python | agile,7.9,98,64.5,8.9,2026,3,0,1,1,Senior ($200-300k)
AIJOB0181,NLP Engineer,AI Engineering,Entry,6,Bootcamp/Self-taught,156000.0,145000,290000,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Education,bert | large language models | transformers | text processing | python | hugging face | linux | leadership | research,3.5,91,50.9,6.9,2026,1,0,1,0,Upper-Mid ($150-200k)
AIJOB0182,AI Security Engineer,Security,Senior,4,Bootcamp/Self-taught,302000.0,140000,260000,London,UK,Fully Remote,Big Tech (FAANG+),Education,red teaming | risk analysis | cybersecurity | ml security | statistics | git,8.2,80,15.1,6.1,2026,1,1,1,0,Elite (>$300k)
AIJOB0183,RAG Engineer,AI Engineering,Mid,4,Bootcamp/Self-taught,145000.0,145000,280000,Beijing,China,Hybrid,Mid-size (501-5000),Research,vector databases | embeddings | large language models | problem solving | research | statistics,3.7,94,63.1,6.0,2025,11,0,1,1,Mid ($100-150k)
AIJOB0184,MLOps Engineer,ML Operations,Senior,4,Bachelor's,205000.0,130000,260000,Tokyo,Japan,On-site,Big Tech (FAANG+),Government,kubernetes | monitoring | ci/cd | python | cloud | mlflow | git,16.2,93,28.9,7.3,2026,1,1,0,0,Senior ($200-300k)
AIJOB0185,AI Agent Developer,AI Engineering,Senior,6,Bootcamp/Self-taught,155000.0,155000,290000,Bangalore,India,Fully Remote,Startup (1-50),Media,tool use | python | planning systems | autogen | problem solving | research,17.1,96,65.5,6.7,2026,1,1,1,1,Upper-Mid ($150-200k)
AIJOB0186,LLM Engineer,AI Engineering,Senior,5,Associate's,160000.0,160000,300000,Beijing,China,Hybrid,Big Tech (FAANG+),Government,fine-tuning | retrieval augmented generation | vector databases | llm api | linux | problem solving,9.2,98,52.4,9.2,2026,2,1,1,1,Upper-Mid ($150-200k)
AIJOB0187,AI Infrastructure Eng,Infrastructure,Mid,5,Master's,144000.0,140000,270000,Tokyo,Japan,Hybrid,SME (51-500),Energy,networking | kubernetes | storage | cuda | distributed systems | git | statistics | research,14.7,85,15.4,8.8,2026,2,0,1,0,Mid ($100-150k)
AIJOB0188,Prompt Engineer,AI Engineering,Entry,1,Bachelor's,180000.0,90000,200000,San Francisco,USA,Hybrid,Big Tech (FAANG+),Technology,llm api | python | documentation | agile | linux,5.1,82,23.8,6.1,2026,1,0,1,1,Upper-Mid ($150-200k)
AIJOB0189,RAG Engineer,AI Engineering,Senior,7,Master's,234000.0,145000,280000,Tokyo,Japan,Fully Remote,SME (51-500),Technology,langchain | python | embeddings | vector databases | large language models | statistics | leadership | sql,4.4,94,78.4,9.3,2026,1,1,1,1,Senior ($200-300k)
AIJOB0190,AI Agent Developer,AI Engineering,Mid,3,Master's,247000.0,155000,290000,Singapore,Singapore,Hybrid,Big Tech (FAANG+),Retail,langchain | api | python | sql | cloud,9.3,96,57.6,7.0,2025,12,0,1,1,Senior ($200-300k)
AIJOB0191,Senior Data Scientist,Data Science,Senior,9,Associate's,181000.0,157000,218000,New York,USA,Fully Remote,SME (51-500),Finance,deep learning | leadership | causal inference | python | advanced statistics | machine learning,4.1,90,18.6,7.5,2025,4,1,1,0,Upper-Mid ($150-200k)
AIJOB0192,Multimodal AI Engineer,AI Engineering,Senior,9,PhD,237000.0,160000,300000,Toronto,Canada,Hybrid,Mid-size (501-5000),Consulting,fine-tuning | api | pytorch | python | vision-language models | statistics | research | communication,14.2,90,29.0,8.6,2025,2,1,1,0,Senior ($200-300k)
AIJOB0193,LLM Engineer,AI Engineering,Senior,8,Bachelor's,299000.0,160000,300000,Berlin,Germany,On-site,Big Tech (FAANG+),Media,prompt engineering | vector databases | retrieval augmented generation | llm api | python | communication | statistics,3.7,98,85.9,8.9,2026,3,1,0,1,Senior ($200-300k)
AIJOB0194,Senior ML Engineer,AI Engineering,Senior,11,Bachelor's,328000.0,180000,312000,Los Angeles,USA,On-site,SME (51-500),Finance,distributed systems | pytorch | python | statistics | sql,9.8,96,33.4,6.3,2026,2,1,0,0,Elite (>$300k)
AIJOB0195,Prompt Engineer,AI Engineering,Senior,4,Bootcamp/Self-taught,167000.0,90000,200000,Sydney,Australia,Fully Remote,Enterprise (5000+),Manufacturing,testing | prompt design | documentation | problem solving | sql | git,3.7,82,24.7,7.1,2025,8,1,1,1,Upper-Mid ($150-200k)
AIJOB0196,LLM Engineer,AI Engineering,Senior,3,Master's,248000.0,160000,300000,Sydney,Australia,On-site,Startup (1-50),Technology,prompt engineering | fine-tuning | llm api | retrieval augmented generation | vector databases | python | leadership | linux | git,7.2,98,54.2,9.6,2025,12,1,0,1,Senior ($200-300k)
AIJOB0197,Generative AI Engineer,AI Engineering,Senior,3,Associate's,203000.0,150000,295000,Singapore,Singapore,Fully Remote,SME (51-500),Technology,large language models | fine-tuning | generative ai api | python | problem solving,17.3,95,87.6,7.8,2026,2,1,1,1,Senior ($200-300k)
AIJOB0198,Multimodal AI Engineer,AI Engineering,Entry,6,Master's,209000.0,160000,300000,Seattle,USA,On-site,Mid-size (501-5000),Energy,pytorch | vision-language models | fine-tuning | python | agile,9.9,90,17.1,7.2,2026,3,0,0,0,Senior ($200-300k)
AIJOB0199,AI Business Analyst,Business,Senior,3,PhD,216000.0,95000,180000,Austin,USA,Hybrid,Big Tech (FAANG+),Healthcare,business analysis | python | sql | cloud | agile | statistics,11.3,78,17.0,7.7,2026,2,1,1,0,Senior ($200-300k)
AIJOB0200,Robotics Engineer (AI),Robotics,Entry,5,PhD,159000.0,125000,240000,Boston,USA,Hybrid,SME (51-500),Technology,c++ | ros | control systems | computer vision | sql | cloud | communication,13.4,76,30.0,7.8,2026,2,0,1,0,Upper-Mid ($150-200k)
AIJOB0201,LLM Engineer,AI Engineering,Senior,6,Master's,318000.0,160000,300000,London,UK,On-site,Big Tech (FAANG+),Education,retrieval augmented generation | fine-tuning | python | communication | linux | leadership,7.0,98,56.3,9.3,2025,12,1,0,1,Elite (>$300k)
AIJOB0202,AI Ethics Officer,Governance,Mid,8,Bootcamp/Self-taught,110000.0,110000,210000,Singapore,Singapore,Fully Remote,Startup (1-50),Education,risk assessment | ai policy | ethics frameworks | communication | statistics | cloud | research,8.4,72,21.2,6.4,2026,3,0,1,0,Mid ($100-150k)
AIJOB0203,Computer Vision Engineer,AI Engineering,Mid,8,Bootcamp/Self-taught,176000.0,145000,280000,Berlin,Germany,Hybrid,Big Tech (FAANG+),Government,image processing | pytorch | cnns | leadership,9.1,87,17.2,7.8,2026,3,0,1,0,Upper-Mid ($150-200k)
AIJOB0204,Senior Data Scientist,Data Science,Mid,9,Bachelor's,157000.0,157000,218000,Zurich,Switzerland,Fully Remote,SME (51-500),Manufacturing,advanced statistics | leadership | deep learning | machine learning | git | communication | cloud,6.4,90,17.0,6.8,2025,7,0,1,0,Upper-Mid ($150-200k)
AIJOB0205,AI Engineer,AI Engineering,Mid,3,Associate's,100000.0,100000,250000,London,UK,Hybrid,Startup (1-50),Healthcare,docker | python | cloud (aws/gcp/azure) | pytorch | llm integration | agile,12.1,95,85.8,8.4,2026,3,0,1,0,Entry (<$100k)
AIJOB0206,Multimodal AI Engineer,AI Engineering,Mid,6,Bootcamp/Self-taught,160000.0,160000,300000,Paris,France,Fully Remote,Startup (1-50),Healthcare,vision-language models | fine-tuning | api | python | linux | leadership | agile,11.4,90,16.3,8.2,2025,7,0,1,0,Upper-Mid ($150-200k)
AIJOB0207,Senior Data Scientist,Data Science,Mid,11,Associate's,157000.0,157000,218000,Boston,USA,Hybrid,Startup (1-50),Finance,deep learning | python | advanced statistics | machine learning | problem solving | sql | git,3.9,90,20.1,9.1,2026,3,0,1,0,Upper-Mid ($150-200k)
AIJOB0208,AI Agent Developer,AI Engineering,Senior,7,PhD,348000.0,155000,290000,Amsterdam,Netherlands,Fully Remote,Big Tech (FAANG+),Education,langchain | tool use | planning systems | api | python | autogen | agile,17.1,96,21.1,8.3,2026,2,1,1,1,Elite (>$300k)
AIJOB0209,Deep Learning Engineer,AI Engineering,Entry,6,Associate's,141000.0,141000,270000,San Francisco,USA,Hybrid,Startup (1-50),Media,neural networks | tensorflow | python | cuda | pytorch | problem solving | agile | leadership,5.6,89,11.9,8.6,2026,2,0,1,0,Mid ($100-150k)
AIJOB0210,Robotics Engineer (AI),Robotics,Mid,10,PhD,166000.0,125000,240000,Tokyo,Japan,Fully Remote,Enterprise (5000+),Education,c++ | control systems | simulation | computer vision | python | linux | git | communication,17.5,76,7.5,7.9,2026,3,0,1,0,Upper-Mid ($150-200k)
AIJOB0211,RAG Engineer,AI Engineering,Senior,3,Bachelor's,336000.0,145000,280000,New York,USA,Hybrid,SME (51-500),Research,search systems | embeddings | python | langchain | vector databases | large language models | git | sql,9.9,94,59.8,8.0,2026,3,1,1,1,Elite (>$300k)
AIJOB0212,ML Engineer,AI Engineering,Senior,7,Bachelor's,279000.0,120000,280000,Chicago,USA,On-site,Enterprise (5000+),Manufacturing,python | kubernetes | pytorch | tensorflow | sql,8.0,97,26.5,9.8,2026,2,1,0,0,Senior ($200-300k)
AIJOB0213,Multimodal AI Engineer,AI Engineering,Mid,8,Associate's,160000.0,160000,300000,Sydney,Australia,On-site,Enterprise (5000+),Retail,python | pytorch | api | problem solving | statistics | leadership,17.6,90,16.4,7.5,2025,3,0,0,0,Upper-Mid ($150-200k)
AIJOB0214,Prompt Engineer,AI Engineering,Entry,1,Associate's,90000.0,90000,200000,Dubai,UAE,Fully Remote,Startup (1-50),Automotive,testing | documentation | python | natural language processing | llm api | problem solving | research,9.7,82,16.5,7.8,2026,1,0,1,1,Entry (<$100k)
AIJOB0215,AI Ethics Officer,Governance,Entry,7,Bootcamp/Self-taught,113000.0,110000,210000,Boston,USA,Hybrid,Mid-size (501-5000),Finance,risk assessment | ethics frameworks | research | communication | ai policy | agile | problem solving,15.5,72,13.5,8.1,2025,6,0,1,0,Mid ($100-150k)
AIJOB0216,Data Engineer (AI),Data Engineering,Senior,7,Master's,264000.0,130000,220000,Los Angeles,USA,On-site,Big Tech (FAANG+),Automotive,airflow | feature stores | spark | dbt | communication | agile | problem solving,10.5,88,20.5,6.6,2025,2,1,0,0,Senior ($200-300k)
AIJOB0217,Multimodal AI Engineer,AI Engineering,Entry,9,Associate's,221000.0,160000,300000,Remote,Global,Hybrid,Big Tech (FAANG+),Retail,pytorch | fine-tuning | vision-language models | api | linux | leadership,15.5,90,8.2,8.0,2026,3,0,1,0,Senior ($200-300k)
AIJOB0218,ML Engineer,AI Engineering,Senior,4,Master's,257000.0,120000,280000,Dubai,UAE,Fully Remote,Mid-size (501-5000),Energy,tensorflow | python | kubernetes | sql | machine learning operations | pytorch | git | statistics | leadership,9.9,97,34.2,7.0,2026,2,1,1,0,Senior ($200-300k)
AIJOB0219,Data Engineer (AI),Data Engineering,Senior,8,Master's,264000.0,130000,220000,Chicago,USA,Hybrid,Enterprise (5000+),Research,sql | airflow | etl | feature stores | python | linux | communication | git,10.4,88,15.8,7.4,2025,12,1,1,0,Senior ($200-300k)
AIJOB0220,Senior Data Scientist,Data Science,Mid,10,Bootcamp/Self-taught,157000.0,157000,218000,Remote,Global,Hybrid,Startup (1-50),Retail,causal inference | leadership | python | advanced statistics | machine learning | deep learning | communication,7.4,90,16.2,7.3,2025,9,0,1,0,Upper-Mid ($150-200k)
AIJOB0221,Robotics Engineer (AI),Robotics,Entry,6,Bootcamp/Self-taught,125000.0,125000,240000,Berlin,Germany,Hybrid,Mid-size (501-5000),Government,c++ | simulation | control systems | computer vision | research | problem solving | git,12.6,76,28.9,9.3,2026,2,0,1,0,Mid ($100-150k)
AIJOB0222,Prompt Engineer,AI Engineering,Senior,3,Bachelor's,90000.0,90000,200000,Beijing,China,Fully Remote,Big Tech (FAANG+),Retail,python | documentation | testing | natural language processing | problem solving | cloud,8.5,82,28.5,8.8,2026,2,1,1,1,Entry (<$100k)
AIJOB0223,Prompt Engineer,AI Engineering,Entry,3,Master's,106000.0,90000,200000,Chicago,USA,Fully Remote,SME (51-500),Finance,llm api | documentation | natural language processing | git,6.3,82,6.3,8.9,2026,1,0,1,1,Mid ($100-150k)
AIJOB0224,Data Scientist,Data Science,Mid,5,Bachelor's,159000.0,138000,195000,Berlin,Germany,On-site,Big Tech (FAANG+),Healthcare,statistics | ml algorithms | sql | data visualization | python | leadership,7.6,92,77.8,7.2,2026,3,0,0,0,Upper-Mid ($150-200k)
AIJOB0225,Computer Vision Engineer,AI Engineering,Mid,10,Associate's,145000.0,145000,280000,Tokyo,Japan,Hybrid,Enterprise (5000+),Retail,image processing | cuda | pytorch | opencv | cnns | python | research,4.8,87,12.6,6.0,2026,1,0,1,0,Mid ($100-150k)
AIJOB0226,Data Engineer (AI),Data Engineering,Entry,5,Bootcamp/Self-taught,130000.0,130000,220000,Paris,France,Hybrid,Enterprise (5000+),Media,python | airflow | sql | spark | etl | statistics | communication | cloud,10.5,88,22.9,8.5,2026,1,0,1,0,Mid ($100-150k)
AIJOB0227,Computer Vision Engineer,AI Engineering,Mid,7,Associate's,208000.0,145000,280000,Seattle,USA,Hybrid,Enterprise (5000+),Healthcare,cuda | image processing | pytorch | opencv | python | linux,7.5,87,20.4,7.0,2026,1,0,1,0,Senior ($200-300k)
AIJOB0228,AI Product Manager,Product,Entry,4,Associate's,140000.0,140000,260000,San Francisco,USA,On-site,SME (51-500),Healthcare,stakeholder management | ai literacy | data analysis | agile | sql | communication | git,10.2,85,15.5,9.0,2026,2,0,0,0,Mid ($100-150k)
AIJOB0229,AI Solutions Architect,Architecture,Entry,12,Master's,199000.0,180000,320000,New York,USA,Fully Remote,Mid-size (501-5000),Government,leadership | python | cloud | agile,9.2,84,24.2,6.9,2026,2,0,1,0,Upper-Mid ($150-200k)
AIJOB0230,NLP Engineer,AI Engineering,Senior,6,Bachelor's,326000.0,145000,290000,New York,USA,Hybrid,SME (51-500),Automotive,large language models | bert | hugging face | python | text processing | transformers | research | agile,3.4,91,63.7,9.7,2025,7,1,1,0,Elite (>$300k)
AIJOB0231,AI Product Manager,Product,Senior,10,Associate's,223000.0,140000,260000,San Francisco,USA,On-site,SME (51-500),Finance,product strategy | data analysis | stakeholder management | research | linux | statistics,13.0,85,22.1,7.3,2026,3,1,0,0,Senior ($200-300k)
AIJOB0232,ML Engineer,AI Engineering,Mid,5,Associate's,198000.0,120000,280000,New York,USA,Fully Remote,Mid-size (501-5000),Retail,pytorch | tensorflow | kubernetes | sql | python | machine learning operations | cloud | statistics | linux,12.9,97,46.9,7.1,2026,1,0,1,0,Upper-Mid ($150-200k)
AIJOB0233,AI Business Analyst,Business,Senior,4,PhD,216000.0,95000,180000,Chicago,USA,Hybrid,Big Tech (FAANG+),Manufacturing,communication | python | sql | business analysis | data visualization | agile | leadership,15.8,78,17.6,8.8,2026,3,1,1,0,Senior ($200-300k)
AIJOB0234,Data Engineer (AI),Data Engineering,Senior,6,Bachelor's,130000.0,130000,220000,Beijing,China,On-site,SME (51-500),Finance,spark | dbt | airflow | etl | sql | feature stores | cloud | statistics,14.6,88,6.1,9.6,2025,1,1,0,0,Mid ($100-150k)
AIJOB0235,Deep Learning Engineer,AI Engineering,Mid,9,Bachelor's,191000.0,141000,270000,Boston,USA,Hybrid,Enterprise (5000+),Consulting,gpu computing | cuda | tensorflow | python | pytorch | neural networks | git | sql | communication,9.2,89,7.0,9.0,2025,9,0,1,0,Upper-Mid ($150-200k)
AIJOB0236,Generative AI Engineer,AI Engineering,Entry,2,Associate's,150000.0,150000,295000,Amsterdam,Netherlands,Hybrid,Mid-size (501-5000),Media,fine-tuning | python | generative ai api | git | problem solving | communication,9.9,95,63.0,8.2,2026,3,0,1,1,Mid ($100-150k)
AIJOB0237,Generative AI Engineer,AI Engineering,Entry,5,Associate's,150000.0,150000,295000,Tokyo,Japan,Fully Remote,Enterprise (5000+),Manufacturing,python | generative ai api | large language models | fine-tuning | diffusion models | deployment | linux | leadership | research,13.5,95,87.8,9.2,2026,3,0,1,1,Mid ($100-150k)
AIJOB0238,Prompt Engineer,AI Engineering,Mid,4,Associate's,129000.0,90000,200000,Toronto,Canada,On-site,Big Tech (FAANG+),Media,python | natural language processing | testing | llm api | prompt design | sql | agile | problem solving,9.2,82,5.2,9.7,2025,6,0,0,1,Mid ($100-150k)
AIJOB0239,AI Engineer,AI Engineering,Mid,4,Bachelor's,139000.0,100000,250000,Berlin,Germany,On-site,Big Tech (FAANG+),Retail,llm integration | cloud (aws/gcp/azure) | docker | communication | problem solving | agile,12.0,95,82.0,8.8,2026,2,0,0,0,Mid ($100-150k)
AIJOB0240,AI Research Scientist,Research,Entry,4,Associate's,167000.0,115000,280000,Remote,Global,Hybrid,Big Tech (FAANG+),Research,python | publishing | research | pytorch | deep learning | mathematics | communication,14.0,88,5.3,9.0,2025,5,0,1,0,Upper-Mid ($150-200k)
AIJOB0241,AI Security Engineer,Security,Mid,6,PhD,242000.0,140000,260000,New York,USA,Hybrid,Mid-size (501-5000),Automotive,cybersecurity | red teaming | ml security | problem solving | leadership | git,15.9,80,8.7,7.3,2026,3,0,1,0,Senior ($200-300k)
AIJOB0242,ML Engineer,AI Engineering,Senior,9,Bachelor's,193000.0,120000,280000,Tokyo,Japan,Hybrid,Enterprise (5000+),Media,pytorch | machine learning operations | sql | kubernetes | problem solving | communication,15.4,97,33.0,6.3,2026,2,1,1,0,Upper-Mid ($150-200k)
AIJOB0243,Multimodal AI Engineer,AI Engineering,Entry,5,Bootcamp/Self-taught,160000.0,160000,300000,Bangalore,India,Hybrid,Startup (1-50),Manufacturing,pytorch | fine-tuning | api | sql | agile | linux,17.9,90,16.1,6.6,2025,4,0,1,0,Upper-Mid ($150-200k)
AIJOB0244,Deep Learning Engineer,AI Engineering,Entry,6,Bachelor's,141000.0,141000,270000,Singapore,Singapore,Hybrid,SME (51-500),Education,tensorflow | python | cuda | neural networks | agile,5.3,89,23.5,6.8,2026,2,0,1,0,Mid ($100-150k)
AIJOB0245,Robotics Engineer (AI),Robotics,Mid,3,Bachelor's,217000.0,125000,240000,Remote,Global,Fully Remote,Big Tech (FAANG+),Consulting,python | ros | c++ | control systems | simulation | research,8.7,76,21.5,8.5,2026,2,0,1,0,Senior ($200-300k)
AIJOB0246,Data Scientist,Data Science,Senior,6,Master's,234000.0,138000,195000,San Francisco,USA,Fully Remote,Mid-size (501-5000),Media,sql | scikit-learn | python | communication,6.9,92,67.0,6.2,2026,2,1,1,0,Senior ($200-300k)
AIJOB0247,AI Product Manager,Product,Mid,6,Bachelor's,195000.0,140000,260000,Remote,Global,Fully Remote,Enterprise (5000+),Government,stakeholder management | ai literacy | data analysis | agile,16.1,85,5.7,8.1,2025,3,0,1,0,Upper-Mid ($150-200k)
AIJOB0248,AI Product Manager,Product,Entry,9,Bootcamp/Self-taught,140000.0,140000,260000,Sydney,Australia,Hybrid,SME (51-500),Education,ai literacy | agile | product strategy | stakeholder management | data analysis | problem solving | statistics,10.1,85,8.5,8.1,2026,1,0,1,0,Mid ($100-150k)
AIJOB0249,MLOps Engineer,ML Operations,Senior,7,Master's,235000.0,130000,260000,Dubai,UAE,Fully Remote,SME (51-500),Healthcare,docker | python | mlflow | monitoring | statistics,15.7,93,79.2,7.6,2026,2,1,1,0,Senior ($200-300k)
AIJOB0250,Generative AI Engineer,AI Engineering,Mid,2,Bachelor's,150000.0,150000,295000,Berlin,Germany,On-site,SME (51-500),Manufacturing,large language models | deployment | generative ai api | fine-tuning | python | sql,15.8,95,24.8,9.2,2026,3,0,0,1,Mid ($100-150k)
